Store,Dept,Date,Weekly_Sales,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,IsHoliday,sample_weight
13,8,2010/8/27,33368.37,-1,-1,-1,-1,-1,0,1
13,8,2010/9/3,37037.95,-1,-1,-1,-1,-1,0,1
13,8,2010/9/10,33489.04,-1,-1,-1,-1,-1,1,5
13,8,2010/9/17,33504.28,-1,-1,-1,-1,-1,0,1
13,8,2010/9/24,33944.06,-1,-1,-1,-1,-1,0,1
13,8,2010/10/1,35698.18,-1,-1,-1,-1,-1,0,1
13,8,2010/10/8,35790.64,-1,-1,-1,-1,-1,0,1
13,8,2010/10/15,35239.04,-1,-1,-1,-1,-1,0,1
13,8,2010/10/22,34864.87,-1,-1,-1,-1,-1,0,1
13,8,2010/10/29,37380.15,-1,-1,-1,-1,-1,0,1
13,8,2010/11/5,37224.88,-1,-1,-1,-1,-1,0,1
13,8,2010/11/12,37716.11,-1,-1,-1,-1,-1,0,1
13,8,2010/11/19,35753.65,-1,-1,-1,-1,-1,0,1
13,8,2010/11/26,40420.15,-1,-1,-1,-1,-1,1,5
13,8,2010/12/3,38988.79,-1,-1,-1,-1,-1,0,1
13,8,2010/12/10,41236.44,-1,-1,-1,-1,-1,0,1
13,8,2010/12/17,42887.84,-1,-1,-1,-1,-1,0,1
13,8,2010/12/24,56570.18,-1,-1,-1,-1,-1,0,1
13,8,2010/12/31,30417.7,-1,-1,-1,-1,-1,1,5
13,8,2011/1/7,36472.35,-1,-1,-1,-1,-1,0,1
13,8,2011/1/14,35701.34,-1,-1,-1,-1,-1,0,1
13,8,2011/1/21,36100.66,-1,-1,-1,-1,-1,0,1
13,8,2011/1/28,33594.55,-1,-1,-1,-1,-1,0,1
13,8,2011/2/4,39336.68,-1,-1,-1,-1,-1,0,1
13,8,2011/2/11,36614.82,-1,-1,-1,-1,-1,1,5
13,8,2011/2/18,37668.66,-1,-1,-1,-1,-1,0,1
13,8,2011/2/25,37076.06,-1,-1,-1,-1,-1,0,1
13,8,2011/3/4,39275.66,-1,-1,-1,-1,-1,0,1
13,8,2011/3/11,36537.76,-1,-1,-1,-1,-1,0,1
13,8,2011/3/18,35793.88,-1,-1,-1,-1,-1,0,1
13,8,2011/3/25,36731.19,-1,-1,-1,-1,-1,0,1
13,8,2011/4/1,36181.09,-1,-1,-1,-1,-1,0,1
13,8,2011/4/8,36170.89,-1,-1,-1,-1,-1,0,1
13,8,2011/4/15,34067.24,-1,-1,-1,-1,-1,0,1
13,8,2011/4/22,36389.84,-1,-1,-1,-1,-1,0,1
13,8,2011/4/29,35511.51,-1,-1,-1,-1,-1,0,1
13,8,2011/5/6,37623.09,-1,-1,-1,-1,-1,0,1
13,8,2011/5/13,32650.78,-1,-1,-1,-1,-1,0,1
13,8,2011/5/20,34527.43,-1,-1,-1,-1,-1,0,1
13,8,2011/5/27,33793.52,-1,-1,-1,-1,-1,0,1
13,8,2011/6/3,37269.38,-1,-1,-1,-1,-1,0,1
13,8,2011/6/10,34843.62,-1,-1,-1,-1,-1,0,1
13,8,2011/6/17,35819.89,-1,-1,-1,-1,-1,0,1
13,8,2011/6/24,34577.19,-1,-1,-1,-1,-1,0,1
13,8,2011/7/1,35233.52,-1,-1,-1,-1,-1,0,1
13,8,2011/7/8,34258.69,-1,-1,-1,-1,-1,0,1
13,8,2011/7/15,33950.58,-1,-1,-1,-1,-1,0,1
13,8,2011/7/22,33687.57,-1,-1,-1,-1,-1,0,1
13,8,2011/7/29,31567.01,-1,-1,-1,-1,-1,0,1
13,8,2011/8/5,37629.81,-1,-1,-1,-1,-1,0,1
13,8,2011/8/12,33072.53,-1,-1,-1,-1,-1,0,1
13,8,2011/8/19,34294.2,-1,-1,-1,-1,-1,0,1
13,8,2011/8/26,31909.13,-1,-1,-1,-1,-1,0,1
13,8,2011/9/2,35712.03,-1,-1,-1,-1,-1,0,1
13,8,2011/9/9,36063.77,-1,-1,-1,-1,-1,1,5
13,8,2011/9/16,34169.06,-1,-1,-1,-1,-1,0,1
13,8,2011/9/23,34500.18,-1,-1,-1,-1,-1,0,1
13,8,2011/9/30,33360.29,-1,-1,-1,-1,-1,0,1
13,8,2011/10/7,38042.36,-1,-1,-1,-1,-1,0,1
13,8,2011/10/14,34763.08,-1,-1,-1,-1,-1,0,1
13,8,2011/10/21,36738.11,-1,-1,-1,-1,-1,0,1
13,8,2011/10/28,35098.55,-1,-1,-1,-1,-1,0,1
13,8,2011/11/4,38090.36,-1,-1,-1,-1,-1,0,1
13,8,2011/11/11,37869.51,31400.97,30876.79,645.07,4407.38,7740.27,0,1
13,8,2011/11/18,35870.46,11003.75,1090.92,89.88,1201.3,10231.67,0,1
13,8,2011/11/25,36542.77,1282.42,548.1,109030.75,146.33,3557.67,1,5
13,8,2011/12/2,35922.52,7945.42,56,25126.9,5550.87,31844.2,0,1
13,8,2011/12/9,39576.63,5924.71,56,577.59,1778.83,20371.02,0,1
13,8,2011/12/16,39962.67,3272.56,556.15,959.55,424.43,5933.01,0,1
13,8,2011/12/23,51607.23,686.24,193.26,2971.53,239.78,3567.03,0,1
13,8,2011/12/30,33783.88,5970.81,89121.94,406.4,1772.02,3645,1,5
13,8,2012/1/6,35371.37,6809.96,37106.52,179.77,1922.55,7481.58,0,1
13,8,2012/1/13,35191.74,3627.07,14887.88,119.93,798.48,4668.82,0,1
13,8,2012/1/20,36266.11,3150.56,6765.52,87.63,1196.17,3136.96,0,1
13,8,2012/1/27,34827.12,3743,3744.31,108.46,253.99,3511.82,0,1
13,8,2012/2/3,39080.76,53423.29,5822.12,282.08,57817.56,9654.23,0,1
13,8,2012/2/10,35307.65,9264.48,8292.73,179.72,18849.21,9083.54,1,5
13,8,2012/2/17,37794.39,21621.16,16497.47,25.52,13643.83,14660.97,0,1
13,8,2012/2/24,37277.54,16404.54,12013.87,3.4,2584.12,5126.53,0,1
13,8,2012/3/2,40418.34,25204.67,2436.75,167.88,16066.76,7289.69,0,1
13,8,2012/3/9,37634.2,9173.97,339.05,9.44,1300.75,7479.12,0,1
13,8,2012/3/16,34510.62,8901.34,637.7,3.85,6169.81,2446.53,0,1
13,8,2012/3/23,34704.09,3489.61,75.36,2.52,827.19,3427.9,0,1
13,8,2012/3/30,35231.66,10556.61,43.54,15.84,1116.83,8179.03,0,1
13,8,2012/4/6,39599.77,9249.62,-1,59.94,3969.24,6016.86,0,1
13,8,2012/4/13,35988.62,7419.44,19610.52,54.65,3021.51,3374.9,0,1
13,8,2012/4/20,35568.23,22464.84,8216.22,70.45,1561.38,7307.24,0,1
13,8,2012/4/27,33271.86,4626.7,0.11,67.16,104.18,3280.73,0,1
19,8,2010/2/5,48449.43,-1,-1,-1,-1,-1,0,1
19,8,2010/2/12,45921.29,-1,-1,-1,-1,-1,1,5
19,8,2010/2/19,44518.49,-1,-1,-1,-1,-1,0,1
19,8,2010/2/26,44208.58,-1,-1,-1,-1,-1,0,1
19,8,2010/3/5,47326.71,-1,-1,-1,-1,-1,0,1
19,8,2010/3/12,44584.38,-1,-1,-1,-1,-1,0,1
19,8,2010/3/19,44366.92,-1,-1,-1,-1,-1,0,1
19,8,2010/3/26,42435.9,-1,-1,-1,-1,-1,0,1
19,8,2010/4/2,47609.13,-1,-1,-1,-1,-1,0,1
19,8,2010/4/9,43384.57,-1,-1,-1,-1,-1,0,1
19,8,2010/4/16,46835.91,-1,-1,-1,-1,-1,0,1
19,8,2010/4/23,46598.72,-1,-1,-1,-1,-1,0,1
19,8,2010/4/30,42998.9,-1,-1,-1,-1,-1,0,1
19,8,2010/5/7,45240.27,-1,-1,-1,-1,-1,0,1
19,8,2010/5/14,43651.22,-1,-1,-1,-1,-1,0,1
19,8,2010/5/21,43227.75,-1,-1,-1,-1,-1,0,1
19,8,2010/5/28,43340.59,-1,-1,-1,-1,-1,0,1
19,8,2010/6/4,41241.41,-1,-1,-1,-1,-1,0,1
19,8,2010/6/11,41627.74,-1,-1,-1,-1,-1,0,1
19,8,2010/6/18,43108.17,-1,-1,-1,-1,-1,0,1
19,8,2010/6/25,41388.63,-1,-1,-1,-1,-1,0,1
19,8,2010/7/2,46122.8,-1,-1,-1,-1,-1,0,1
19,8,2010/7/9,40923.4,-1,-1,-1,-1,-1,0,1
19,8,2010/7/16,42387.86,-1,-1,-1,-1,-1,0,1
19,8,2010/7/23,42282.81,-1,-1,-1,-1,-1,0,1
19,8,2010/7/30,43181.14,-1,-1,-1,-1,-1,0,1
19,8,2010/8/6,43497.64,-1,-1,-1,-1,-1,0,1
19,8,2010/8/13,41894.46,-1,-1,-1,-1,-1,0,1
19,8,2010/8/20,40159.04,-1,-1,-1,-1,-1,0,1
19,8,2010/8/27,40638.26,-1,-1,-1,-1,-1,0,1
19,8,2010/9/3,41625.93,-1,-1,-1,-1,-1,0,1
19,8,2010/9/10,44531.89,-1,-1,-1,-1,-1,1,5
19,8,2010/9/17,44032.01,-1,-1,-1,-1,-1,0,1
19,8,2010/9/24,41540.93,-1,-1,-1,-1,-1,0,1
19,8,2010/10/1,43071.81,-1,-1,-1,-1,-1,0,1
19,8,2010/10/8,43589.32,-1,-1,-1,-1,-1,0,1
19,8,2010/10/15,42554.97,-1,-1,-1,-1,-1,0,1
19,8,2010/10/22,40478.53,-1,-1,-1,-1,-1,0,1
19,8,2010/10/29,42842.01,-1,-1,-1,-1,-1,0,1
19,8,2010/11/5,44255.65,-1,-1,-1,-1,-1,0,1
19,8,2010/11/12,42275.39,-1,-1,-1,-1,-1,0,1
19,8,2010/11/19,41601.62,-1,-1,-1,-1,-1,0,1
19,8,2010/11/26,41233.41,-1,-1,-1,-1,-1,1,5
19,8,2010/12/3,42372.3,-1,-1,-1,-1,-1,0,1
19,8,2010/12/10,48503.44,-1,-1,-1,-1,-1,0,1
19,8,2010/12/17,48995.82,-1,-1,-1,-1,-1,0,1
19,8,2010/12/24,62278.75,-1,-1,-1,-1,-1,0,1
19,8,2010/12/31,38026.43,-1,-1,-1,-1,-1,1,5
19,8,2011/1/7,38257.45,-1,-1,-1,-1,-1,0,1
19,8,2011/1/14,39152.74,-1,-1,-1,-1,-1,0,1
19,8,2011/1/21,39204.22,-1,-1,-1,-1,-1,0,1
19,8,2011/1/28,41259.63,-1,-1,-1,-1,-1,0,1
19,8,2011/2/4,41865.33,-1,-1,-1,-1,-1,0,1
19,8,2011/2/11,42786.08,-1,-1,-1,-1,-1,1,5
19,8,2011/2/18,41912.32,-1,-1,-1,-1,-1,0,1
19,8,2011/2/25,38032.85,-1,-1,-1,-1,-1,0,1
19,8,2011/3/4,45049.11,-1,-1,-1,-1,-1,0,1
19,8,2011/3/11,41517.16,-1,-1,-1,-1,-1,0,1
19,8,2011/3/18,40852.74,-1,-1,-1,-1,-1,0,1
19,8,2011/3/25,40983.6,-1,-1,-1,-1,-1,0,1
19,8,2011/4/1,43407.05,-1,-1,-1,-1,-1,0,1
19,8,2011/4/8,41232.32,-1,-1,-1,-1,-1,0,1
19,8,2011/4/15,39767.22,-1,-1,-1,-1,-1,0,1
19,8,2011/4/22,43053.98,-1,-1,-1,-1,-1,0,1
19,8,2011/4/29,37202.53,-1,-1,-1,-1,-1,0,1
19,8,2011/5/6,43059.49,-1,-1,-1,-1,-1,0,1
19,8,2011/5/13,38660.17,-1,-1,-1,-1,-1,0,1
19,8,2011/5/20,41148.77,-1,-1,-1,-1,-1,0,1
19,8,2011/5/27,43042.47,-1,-1,-1,-1,-1,0,1
19,8,2011/6/3,40999.2,-1,-1,-1,-1,-1,0,1
19,8,2011/6/10,42140.08,-1,-1,-1,-1,-1,0,1
19,8,2011/6/17,40628.54,-1,-1,-1,-1,-1,0,1
19,8,2011/6/24,43510.33,-1,-1,-1,-1,-1,0,1
19,8,2011/7/1,43067.57,-1,-1,-1,-1,-1,0,1
19,8,2011/7/8,39899.9,-1,-1,-1,-1,-1,0,1
19,8,2011/7/15,41355.81,-1,-1,-1,-1,-1,0,1
19,8,2011/7/22,41488.53,-1,-1,-1,-1,-1,0,1
19,8,2011/7/29,39032.01,-1,-1,-1,-1,-1,0,1
19,8,2011/8/5,43708.16,-1,-1,-1,-1,-1,0,1
19,8,2011/8/12,39387.39,-1,-1,-1,-1,-1,0,1
19,8,2011/8/19,41515.06,-1,-1,-1,-1,-1,0,1
19,8,2011/8/26,41202.05,-1,-1,-1,-1,-1,0,1
19,8,2011/9/2,41445.36,-1,-1,-1,-1,-1,0,1
19,8,2011/9/9,42516.93,-1,-1,-1,-1,-1,1,5
19,8,2011/9/16,40502.29,-1,-1,-1,-1,-1,0,1
19,8,2011/9/23,40142.68,-1,-1,-1,-1,-1,0,1
19,8,2011/9/30,39715.06,-1,-1,-1,-1,-1,0,1
19,8,2011/10/7,41686.43,-1,-1,-1,-1,-1,0,1
19,8,2011/10/14,40581.82,-1,-1,-1,-1,-1,0,1
19,8,2011/10/21,42480.55,-1,-1,-1,-1,-1,0,1
19,8,2011/10/28,41552.23,-1,-1,-1,-1,-1,0,1
19,8,2011/11/4,43076.47,-1,-1,-1,-1,-1,0,1
19,8,2011/11/11,44921.98,27064.58,16590.75,502.96,8568.62,6349.89,0,1
19,8,2011/11/18,41137.73,10100.14,1785.29,92.36,978.96,7776.94,0,1
19,8,2011/11/25,39432.59,1328.35,1436.52,88805.58,23.79,1869.98,1,5
19,8,2011/12/2,42347.78,7197.6,239.76,9191.67,4716.48,28279.83,0,1
19,8,2011/12/9,45082.62,7210.8,9.5,481.91,4650.7,11954.56,0,1
19,8,2011/12/16,48498.94,5307.81,292.4,825,489.96,4799.18,0,1
19,8,2011/12/23,56060.18,3124.45,475.86,1902.55,145.88,3248.83,0,1
19,8,2011/12/30,38795.55,6234.22,50438.17,210.34,1457.96,2373.94,1,5
19,8,2012/1/6,39672.02,9970.68,26073.98,233.88,1552.93,10335.05,0,1
19,8,2012/1/13,37443.74,3504.09,11505.42,291.37,1698.88,5451.32,0,1
19,8,2012/1/20,41395.81,5571.99,5702.57,225.06,1122.08,2863.93,0,1
19,8,2012/1/27,39258.31,3112.37,4031.78,289.74,20.97,2353.81,0,1
19,8,2012/2/3,43701.39,51879.66,6433.83,394.18,52739.02,6473.61,0,1
19,8,2012/2/10,43906.54,12739.73,8415.91,279.21,16150.68,7888.04,1,5
19,8,2012/2/17,39527.04,14910.8,14860.19,82.94,11200.69,7571.06,0,1
19,8,2012/2/24,43187.11,13926.46,11835.35,2.8,4929.34,6287.18,0,1
19,8,2012/3/2,44149.83,28177.29,3485.95,22.78,31324.8,2851.55,0,1
19,8,2012/3/9,42820.48,6724.01,745.75,2.68,1532.63,3952.89,0,1
19,8,2012/3/16,41753.14,8353.56,84.57,3.04,3175.2,2613.7,0,1
19,8,2012/3/23,39626.45,6048.55,170.78,1.02,986.74,2684.83,0,1
19,8,2012/3/30,41954.45,9356.36,134.4,6.75,2056.18,3420.94,0,1
19,8,2012/4/6,47637.51,9337.26,-1,52.59,2949.23,5996.69,0,1
19,8,2012/4/13,39786.89,5254.86,12590.76,22.55,1818.94,3264.93,0,1
19,8,2012/4/20,40512.24,6304.48,5712.68,34.16,1321.97,3751.92,0,1
19,8,2012/4/27,42555.58,3735.3,-265.76,52.82,67.72,2959.27,0,1
31,13,2010/2/5,45228.96,-1,-1,-1,-1,-1,0,1
31,13,2010/2/12,44611.81,-1,-1,-1,-1,-1,1,5
31,13,2010/2/19,43438.72,-1,-1,-1,-1,-1,0,1
31,13,2010/2/26,42684.62,-1,-1,-1,-1,-1,0,1
31,13,2010/3/5,43321.34,-1,-1,-1,-1,-1,0,1
31,13,2010/3/12,42558.84,-1,-1,-1,-1,-1,0,1
31,13,2010/3/19,40104.38,-1,-1,-1,-1,-1,0,1
31,13,2010/3/26,38282.57,-1,-1,-1,-1,-1,0,1
31,13,2010/4/2,39514.74,-1,-1,-1,-1,-1,0,1
31,13,2010/4/9,42348.88,-1,-1,-1,-1,-1,0,1
31,13,2010/4/16,42424.85,-1,-1,-1,-1,-1,0,1
31,13,2010/4/23,42995.63,-1,-1,-1,-1,-1,0,1
31,13,2010/4/30,40150.94,-1,-1,-1,-1,-1,0,1
31,13,2010/5/7,41429.68,-1,-1,-1,-1,-1,0,1
31,13,2010/5/14,38006.63,-1,-1,-1,-1,-1,0,1
31,13,2010/5/21,43530.24,-1,-1,-1,-1,-1,0,1
31,13,2010/5/28,40410.68,-1,-1,-1,-1,-1,0,1
31,13,2010/6/4,41409.84,-1,-1,-1,-1,-1,0,1
31,13,2010/6/11,40109.52,-1,-1,-1,-1,-1,0,1
31,13,2010/6/18,40461.94,-1,-1,-1,-1,-1,0,1
31,13,2010/6/25,39112.49,-1,-1,-1,-1,-1,0,1
31,13,2010/7/2,42078.69,-1,-1,-1,-1,-1,0,1
31,13,2010/7/9,39016.89,-1,-1,-1,-1,-1,0,1
31,13,2010/7/16,40492.78,-1,-1,-1,-1,-1,0,1
31,13,2010/7/23,39840.33,-1,-1,-1,-1,-1,0,1
31,13,2010/7/30,38870.83,-1,-1,-1,-1,-1,0,1
31,13,2010/8/6,40614.49,-1,-1,-1,-1,-1,0,1
31,13,2010/8/13,41436.05,-1,-1,-1,-1,-1,0,1
31,13,2010/8/20,43011.76,-1,-1,-1,-1,-1,0,1
31,13,2010/8/27,42245.95,-1,-1,-1,-1,-1,0,1
31,13,2010/9/3,42940.63,-1,-1,-1,-1,-1,0,1
31,13,2010/9/10,43992.55,-1,-1,-1,-1,-1,1,5
31,13,2010/9/17,39863.64,-1,-1,-1,-1,-1,0,1
31,13,2010/9/24,39873.99,-1,-1,-1,-1,-1,0,1
31,13,2010/10/1,41765.66,-1,-1,-1,-1,-1,0,1
31,13,2010/10/8,41481.32,-1,-1,-1,-1,-1,0,1
31,13,2010/10/15,39237.58,-1,-1,-1,-1,-1,0,1
31,13,2010/10/22,42152.05,-1,-1,-1,-1,-1,0,1
31,13,2010/10/29,39894.74,-1,-1,-1,-1,-1,0,1
31,13,2010/11/5,43181.49,-1,-1,-1,-1,-1,0,1
31,13,2010/11/12,42721.95,-1,-1,-1,-1,-1,0,1
31,13,2010/11/19,42729.38,-1,-1,-1,-1,-1,0,1
31,13,2010/11/26,43740.81,-1,-1,-1,-1,-1,1,5
31,13,2010/12/3,39531.81,-1,-1,-1,-1,-1,0,1
31,13,2010/12/10,38822.26,-1,-1,-1,-1,-1,0,1
31,13,2010/12/17,39690.3,-1,-1,-1,-1,-1,0,1
31,13,2010/12/24,42187.5,-1,-1,-1,-1,-1,0,1
31,13,2010/12/31,37748.22,-1,-1,-1,-1,-1,1,5
31,13,2011/1/7,40822.89,-1,-1,-1,-1,-1,0,1
31,13,2011/1/14,40024.06,-1,-1,-1,-1,-1,0,1
31,13,2011/1/21,44041.21,-1,-1,-1,-1,-1,0,1
31,13,2011/1/28,39662.73,-1,-1,-1,-1,-1,0,1
31,13,2011/2/4,40132.28,-1,-1,-1,-1,-1,0,1
31,13,2011/2/11,43520.96,-1,-1,-1,-1,-1,1,5
31,13,2011/2/18,45463.58,-1,-1,-1,-1,-1,0,1
31,13,2011/2/25,46859.25,-1,-1,-1,-1,-1,0,1
31,13,2011/3/4,45217.71,-1,-1,-1,-1,-1,0,1
31,13,2011/3/11,42649.81,-1,-1,-1,-1,-1,0,1
31,13,2011/3/18,44765.94,-1,-1,-1,-1,-1,0,1
31,13,2011/3/25,42168.15,-1,-1,-1,-1,-1,0,1
31,13,2011/4/1,40502.98,-1,-1,-1,-1,-1,0,1
31,13,2011/4/8,41745.39,-1,-1,-1,-1,-1,0,1
31,13,2011/4/15,41948.77,-1,-1,-1,-1,-1,0,1
31,13,2011/4/22,43384.1,-1,-1,-1,-1,-1,0,1
31,13,2011/4/29,39359.5,-1,-1,-1,-1,-1,0,1
31,13,2011/5/6,40665.49,-1,-1,-1,-1,-1,0,1
31,13,2011/5/13,39394.43,-1,-1,-1,-1,-1,0,1
31,13,2011/5/20,42433.11,-1,-1,-1,-1,-1,0,1
31,13,2011/5/27,41914.57,-1,-1,-1,-1,-1,0,1
31,13,2011/6/3,41433.22,-1,-1,-1,-1,-1,0,1
31,13,2011/6/10,40517.86,-1,-1,-1,-1,-1,0,1
31,13,2011/6/17,42160.17,-1,-1,-1,-1,-1,0,1
31,13,2011/6/24,41494.14,-1,-1,-1,-1,-1,0,1
31,13,2011/7/1,40896.04,-1,-1,-1,-1,-1,0,1
31,13,2011/7/8,39250.47,-1,-1,-1,-1,-1,0,1
31,13,2011/7/15,40883.64,-1,-1,-1,-1,-1,0,1
31,13,2011/7/22,42715.02,-1,-1,-1,-1,-1,0,1
31,13,2011/7/29,38956.5,-1,-1,-1,-1,-1,0,1
31,13,2011/8/5,42033.46,-1,-1,-1,-1,-1,0,1
31,13,2011/8/12,41751.79,-1,-1,-1,-1,-1,0,1
31,13,2011/8/19,45419.41,-1,-1,-1,-1,-1,0,1
31,13,2011/8/26,42480.95,-1,-1,-1,-1,-1,0,1
31,13,2011/9/2,44226.92,-1,-1,-1,-1,-1,0,1
31,13,2011/9/9,42107.19,-1,-1,-1,-1,-1,1,5
31,13,2011/9/16,42199.07,-1,-1,-1,-1,-1,0,1
31,13,2011/9/23,44043.59,-1,-1,-1,-1,-1,0,1
31,13,2011/9/30,41569.73,-1,-1,-1,-1,-1,0,1
31,13,2011/10/7,45559.09,-1,-1,-1,-1,-1,0,1
31,13,2011/10/14,43719.19,-1,-1,-1,-1,-1,0,1
31,13,2011/10/21,44647.83,-1,-1,-1,-1,-1,0,1
31,13,2011/10/28,41332.47,-1,-1,-1,-1,-1,0,1
31,13,2011/11/4,43234.46,-1,-1,-1,-1,-1,0,1
31,13,2011/11/11,45702.09,25879.08,8716.86,163.33,3983.24,7898.07,0,1
31,13,2011/11/18,46325.73,6756.03,591.76,71.38,462.18,12533.58,0,1
31,13,2011/11/25,47252.42,403.7,92.35,40307.29,95.5,492.36,1,5
31,13,2011/12/2,42838.37,5425.3,96.94,1100.35,2779.95,24475.38,0,1
31,13,2011/12/9,41530.29,2876.83,11.87,471.16,1915.49,11604.37,0,1
31,13,2011/12/16,43998.55,1263.97,47,477.99,566.44,5199.2,0,1
31,13,2011/12/23,46385.07,2240.27,18.26,974.28,86,6207.39,0,1
31,13,2011/12/30,39469.65,6123.19,24716.69,114.74,845.42,3413.9,1,5
31,13,2012/1/6,44118.01,6105.78,25953.41,91.69,1254.6,6256.02,0,1
31,13,2012/1/13,43539.82,4371.53,14136.14,54.52,719.85,3942.03,0,1
31,13,2012/1/20,44990.05,3918.1,2626.22,74.41,167.56,3302.94,0,1
31,13,2012/1/27,40779.44,2391.52,1189.61,50.82,313.76,4791.34,0,1
31,13,2012/2/3,44700.15,60394.73,2578.65,128.54,33529.14,7737.46,0,1
31,13,2012/2/10,46266.74,16946.96,3789.56,83.24,11187.79,8316.25,1,5
31,13,2012/2/17,44539.56,13158.2,6689.78,10.34,6529.43,7435.73,0,1
31,13,2012/2/24,45384.04,12329.67,4657.57,5.3,1538.63,5781.58,0,1
31,13,2012/3/2,48558.92,21236.34,1039.56,26.38,11668.85,7948.31,0,1
31,13,2012/3/9,45338.61,6284.13,768.91,2.69,1051.13,8527.38,0,1
31,13,2012/3/16,45999.76,6738.65,801.74,8.13,2047.38,7905.67,0,1
31,13,2012/3/23,44058.26,4783,70.51,2.38,837.58,6900.79,0,1
31,13,2012/3/30,44506.97,9546.49,584.62,-1,1334.23,3691.1,0,1
31,13,2012/4/6,45709.61,12625.17,399,21.86,3623.01,16629.1,0,1
31,13,2012/4/13,43005.37,6352.11,4720.65,13.89,1482.03,3076.8,0,1
31,13,2012/4/20,47289.81,8373.31,645.86,16.05,311.94,7709.86,0,1
31,13,2012/4/27,42723.81,2973.44,-0.91,10.16,542.5,9196.82,0,1
